Country,Year,Subject Area,Percentage
France,2022,Economics,0.0
France,2023,Economics,0.0
France,2024,Economics,0.0
French Guiana,2018,Economics,1.13
French Guiana,2019,Economics,1.1
French Guiana,2020,Economics,0.0
French Guiana,2021,Economics,0.0
French Guiana,2022,Economics,0.56
French Guiana,2023,Economics,0.0
French Guiana,2024,Economics,0.0
Gabon,2018,Economics,0.0
Gabon,2019,Economics,1.03
Gabon,2020,Economics,0.72
Gabon,2021,Economics,0.38
Gabon,2022,Economics,0.72
Gabon,2023,Economics,0.19
Gabon,2024,Economics,0.72
Gambia,2018,Economics,0.4
Gambia,2019,Economics,0.94
Gambia,2020,Economics,0.71
Gambia,2021,Economics,1.93
Gambia,2022,Economics,1.69
Gambia,2023,Economics,2.39
Gambia,2024,Economics,0.71
Georgia,2018,Economics,1.15
Georgia,2019,Economics,1.08
Georgia,2020,Economics,1.12
Georgia,2021,Economics,1.1
Georgia,2022,Economics,1.57
Georgia,2023,Economics,2.77
Georgia,2024,Economics,2.35
Germany,2018,Economics,0.0
Germany,2019,Economics,0.0
Germany,2020,Economics,0.0
Germany,2021,Economics,0.0
Germany,2022,Economics,0.0
Germany,2023,Economics,0.0
Germany,2024,Economics,0.0
Ghana,2018,Economics,3.72
Ghana,2019,Economics,5.05
Ghana,2020,Economics,5.39
Ghana,2021,Economics,4.79
Ghana,2022,Economics,5.24
Ghana,2023,Economics,7.55
Ghana,2024,Economics,8.36
Greece,2018,Economics,8.74
Greece,2019,Economics,8.84
Greece,2020,Economics,8.44
Greece,2021,Economics,10.9
Greece,2022,Economics,13.65
Greece,2023,Economics,0.0
Greece,2024,Economics,0.0
Guatemala,2018,Economics,2.38
Guatemala,2019,Economics,2.17
Guatemala,2020,Economics,1.27
Guatemala,2021,Economics,1.84
Guatemala,2022,Economics,1.18
Guatemala,2023,Economics,2.37
Guatemala,2024,Economics,1.74
Guinea,2018,Economics,1.21
Guinea,2019,Economics,0.4
Guinea,2020,Economics,0.96
Guinea,2021,Economics,0.85
Guinea,2022,Economics,0.93
Guinea,2023,Economics,1.44
Guinea,2024,Economics,1.66
Guinea-Bissau,2018,Economics,0.93
Guinea-Bissau,2019,Economics,0.0
Guinea-Bissau,2020,Economics,0.0
Guinea-Bissau,2021,Economics,0.0
Guinea-Bissau,2022,Economics,0.0
Guinea-Bissau,2023,Economics,1.01
Guinea-Bissau,2024,Economics,0.0
Guyana,2018,Economics,1.68
Guyana,2019,Economics,0.65
Guyana,2020,Economics,2.31
Guyana,2021,Economics,0.56
Guyana,2022,Economics,0.5
Guyana,2023,Economics,1.69
Guyana,2024,Economics,2.31
Haiti,2018,Economics,1.91
Haiti,2019,Economics,0.0
Haiti,2020,Economics,0.0
Haiti,2021,Economics,1.67
Haiti,2022,Economics,0.76
Haiti,2023,Economics,1.49
Haiti,2024,Economics,0.0
Honduras,2018,Economics,1.67
Honduras,2019,Economics,0.24
Honduras,2020,Economics,0.44
Honduras,2021,Economics,1.42
Honduras,2022,Economics,2.57
Honduras,2023,Economics,2.18
Honduras,2024,Economics,0.49
Hong Kong,2018,Economics,12.2
Hong Kong,2019,Economics,13.13
Hong Kong,2020,Economics,11.22
Hong Kong,2021,Economics,13.28
Hong Kong,2022,Economics,14.41
Hong Kong,2023,Economics,18.67
Hong Kong,2024,Economics,16.33
Hungary,2018,Economics,5.33
Hungary,2019,Economics,5.12
Hungary,2020,Economics,5.18
Hungary,2021,Economics,6.88
Hungary,2022,Economics,7.8
Hungary,2023,Economics,9.59
Hungary,2024,Economics,7.66
Iceland,2018,Economics,1.68
Iceland,2019,Economics,1.77
Iceland,2020,Economics,1.38
Iceland,2021,Economics,1.26
Iceland,2022,Economics,1.58
Iceland,2023,Economics,1.58
Iceland,2024,Economics,1.78
India,2018,Economics,0.0
India,2019,Economics,0.0
India,2020,Economics,
India,2022,Economics,
India,2023,Economics,
India,2024,Economics,
Indonesia,2018,Economics,25.01
Indonesia,2019,Economics,0.0
Indonesia,2020,Economics,0.0
Indonesia,2021,Economics,0.0
Indonesia,2022,Economics,0.0
Indonesia,2023,Economics,0.0
Indonesia,2024,Economics,0.0
Iran,2018,Economics,9.32
Iran,2019,Economics,16.51
Iran,2020,Economics,17.25
Iran,2021,Economics,18.83
Iran,2022,Economics,25.62
Iran,2023,Economics,28.35
Iran,2024,Economics,32.23
Iraq,2018,Economics,1.25
Iraq,2019,Economics,1.59
Iraq,2020,Economics,2.55
Iraq,2021,Economics,4.7
Iraq,2022,Economics,5.15
Iraq,2023,Economics,5.9
Iraq,2024,Economics,3.78
Ireland,2018,Economics,4.74
Ireland,2019,Economics,7.03
Ireland,2020,Economics,7.1
Ireland,2021,Economics,6.88
Ireland,2022,Economics,6.89
Ireland,2023,Economics,7.1
Ireland,2024,Economics,9.75
Israel,2018,Economics,5.82
Israel,2019,Economics,5.91
Israel,2020,Economics,7.13
Israel,2021,Economics,7.53
Israel,2022,Economics,10.47
Israel,2023,Economics,7.35
Israel,2024,Economics,6.84
Italy,2018,Economics,0.0
Italy,2019,Economics,0.0
Italy,2020,Economics,
Italy,2021,Economics,0.0
Italy,2022,Economics,0.0
Italy,2023,Economics,
Italy,2024,Economics,
Jamaica,2018,Economics,2.54
Jamaica,2019,Economics,2.66
Jamaica,2020,Economics,2.86
Jamaica,2021,Economics,3.14
Jamaica,2022,Economics,3.01
Jamaica,2023,Economics,1.98
Jamaica,2024,Economics,1.82
Japan,2018,Economics,0.0
Japan,2019,Economics,0.0
Japan,2020,Economics,0.0
Japan,2021,Economics,0.0
Japan,2022,Economics,0.0
Japan,2023,Economics,0.0
Japan,2024,Economics,0.0
Jordan,2018,Economics,2.14
Jordan,2019,Economics,2.65
Jordan,2020,Economics,3.67
Jordan,2021,Economics,3.86
Jordan,2022,Economics,3.5
Jordan,2023,Economics,5.1
Jordan,2024,Economics,6.4
Kazakhstan,2018,Economics,4.49
Kazakhstan,2019,Economics,2.79
Kazakhstan,2020,Economics,2.54
Kazakhstan,2021,Economics,3.53
Kazakhstan,2022,Economics,3.53
Kazakhstan,2023,Economics,3.95
Kazakhstan,2024,Economics,3.41
Kenya,2018,Economics,2.17
Kenya,2019,Economics,2.88
Kenya,2020,Economics,3.13
Kenya,2021,Economics,3.49
Kenya,2022,Economics,3.39
Kenya,2023,Economics,3.99
Kenya,2024,Economics,3.17
Kuwait,2018,Economics,1.72
Kuwait,2019,Economics,1.62
Kuwait,2020,Economics,1.56
Kuwait,2021,Economics,1.9
Kuwait,2022,Economics,2.01
Kuwait,2023,Economics,1.65
Kuwait,2024,Economics,3.13
Kyrgyzstan,2018,Economics,3.25
Kyrgyzstan,2019,Economics,2.35
Kyrgyzstan,2020,Economics,1.83
Kyrgyzstan,2021,Economics,2.11
Kyrgyzstan,2022,Economics,2.33
Kyrgyzstan,2023,Economics,2.97
Kyrgyzstan,2024,Economics,3.08
Laos,2018,Economics,0.75
Laos,2019,Economics,1.26
Laos,2020,Economics,1.38
Laos,2021,Economics,0.98
Laos,2022,Economics,0.65
Laos,2024,Economics,0.57
Latvia,2018,Economics,1.27
Latvia,2019,Economics,1.05
Latvia,2020,Economics,1.24
Latvia,2021,Economics,1.45
Latvia,2022,Economics,1.19
Latvia,2023,Economics,1.44
Latvia,2024,Economics,2.18
Lebanon,2018,Economics,1.79
Lebanon,2019,Economics,1.93
Lebanon,2020,Economics,2.24
Lebanon,2021,Economics,1.99
Lebanon,2022,Economics,2.75
Lebanon,2023,Economics,4.8
Lebanon,2024,Economics,6.43
Liberia,2018,Economics,1.32
Liberia,2019,Economics,0.58
Liberia,2020,Economics,2.34
Liberia,2021,Economics,0.0
Liberia,2022,Economics,0.58
Liberia,2023,Economics,1.43
Liberia,2024,Economics,0.92
Libya,2018,Economics,1.17
Libya,2019,Economics,2.93
Libya,2020,Economics,1.79
Libya,2021,Economics,1.55
Libya,2022,Economics,0.94
Libya,2023,Economics,0.8
Libya,2024,Economics,1.59
Lithuania,2018,Economics,3.16
Lithuania,2019,Economics,2.83
Lithuania,2020,Economics,3.3
Lithuania,2021,Economics,3.0
Lithuania,2022,Economics,2.96
Lithuania,2023,Economics,3.35
Lithuania,2024,Economics,3.05
Luxembourg,2018,Economics,3.86
Luxembourg,2019,Economics,3.24
Luxembourg,2020,Economics,2.89
Luxembourg,2021,Economics,2.78
Luxembourg,2022,Economics,2.86
Luxembourg,2023,Economics,2.38
Luxembourg,2024,Economics,2.93
Macao,2018,Economics,1.18
Macao,2019,Economics,0.96
Macao,2020,Economics,1.15
Macao,2021,Economics,1.2
Macao,2022,Economics,1.9
Macao,2023,Economics,2.0
Macao,2024,Economics,3.03
Madagascar,2018,Economics,0.52
Madagascar,2019,Economics,0.51
Madagascar,2020,Economics,0.28
Madagascar,2021,Economics,0.57
Madagascar,2022,Economics,0.22
Madagascar,2023,Economics,1.41
Madagascar,2024,Economics,1.07
Malawi,2018,Economics,1.35
Malawi,2019,Economics,1.23
Malawi,2020,Economics,1.59
Malawi,2021,Economics,1.63
Malawi,2022,Economics,1.84
Malawi,2023,Economics,1.8
Malawi,2024,Economics,3.15
Malaysia,2018,Economics,0.0
Malaysia,2019,Economics,0.0
Malaysia,2020,Economics,0.0
Malaysia,2021,Economics,0.0
Malaysia,2022,Economics,0.0
Malaysia,2023,Economics,0.0
Malaysia,2024,Economics,0.0
Maldives,2018,Economics,3.28
Maldives,2019,Economics,2.25
Maldives,2020,Economics,2.51
Maldives,2021,Economics,2.25
Maldives,2022,Economics,1.63
Maldives,2023,Economics,2.36
Maldives,2024,Economics,1.67
Mali,2018,Economics,1.46
Mali,2019,Economics,1.99
Mali,2020,Economics,1.25
Mali,2021,Economics,1.15
Mali,2022,Economics,1.49
Mali,2023,Economics,1.26
Mali,2024,Economics,1.77
Malta,2018,Economics,3.51
Malta,2019,Economics,2.57
Malta,2020,Economics,2.68
Malta,2021,Economics,2.79
Malta,2022,Economics,2.37
Malta,2023,Economics,3.01
Malta,2024,Economics,3.69
Mauritania,2018,Economics,0.0
Mauritania,2019,Economics,0.0
Mauritania,2020,Economics,0.0
Mauritania,2021,Economics,0.44
Mauritania,2022,Economics,2.07
Mauritania,2023,Economics,0.39
Mauritania,2024,Economics,1.63
Mauritius,2018,Economics,3.38
Mauritius,2019,Economics,3.31
Mauritius,2020,Economics,3.24
Mauritius,2021,Economics,2.61
Mauritius,2022,Economics,3.17
Mauritius,2023,Economics,3.25
Mauritius,2024,Economics,6.34
Mexico,2018,Economics,10.17
Mexico,2019,Economics,11.04
Mexico,2020,Economics,11.45
Mexico,2021,Economics,11.85
Mexico,2022,Economics,14.02
Mexico,2023,Economics,14.32
Mexico,2024,Economics,11.5
Moldova,2018,Economics,0.96
Moldova,2019,Economics,1.02
Moldova,2020,Economics,0.6
Moldova,2021,Economics,0.86
Moldova,2022,Economics,1.46
Moldova,2023,Economics,0.52
Moldova,2024,Economics,0.95
Monaco,2018,Economics,1.85
Monaco,2019,Economics,1.58
Monaco,2020,Economics,3.09
Monaco,2021,Economics,2.4
Monaco,2022,Economics,3.33
Monaco,2023,Economics,3.46
Monaco,2024,Economics,2.96
Mongolia,2018,Economics,1.07
Mongolia,2019,Economics,0.63
Mongolia,2020,Economics,0.87
Mongolia,2021,Economics,1.53
Mongolia,2022,Economics,1.16
Mongolia,2023,Economics,1.62
Mongolia,2024,Economics,1.08
Montenegro,2018,Economics,2.96
Montenegro,2019,Economics,2.27
Montenegro,2020,Economics,1.55
Montenegro,2021,Economics,2.01
Montenegro,2022,Economics,2.07
Montenegro,2023,Economics,1.79
Montenegro,2024,Economics,1.38
Morocco,2018,Economics,2.06
Morocco,2019,Economics,1.54
Morocco,2020,Economics,1.79
Morocco,2021,Economics,2.54
Morocco,2023,Economics,4.86
Morocco,2024,Economics,8.13
Mozambique,2018,Economics,0.58
Mozambique,2019,Economics,1.12
Mozambique,2020,Economics,0.88
Mozambique,2021,Economics,1.21
Mozambique,2022,Economics,2.75
Mozambique,2023,Economics,1.45
Mozambique,2024,Economics,1.28
Myanmar,2018,Economics,0.76
Myanmar,2019,Economics,1.22
Myanmar,2020,Economics,0.53
Myanmar,2021,Economics,0.89
Myanmar,2022,Economics,1.11
Myanmar,2023,Economics,1.34
Myanmar,2024,Economics,0.76
Namibia,2018,Economics,1.7
Namibia,2019,Economics,1.22
Namibia,2020,Economics,2.95
Namibia,2021,Economics,2.27
Namibia,2022,Economics,2.72
Namibia,2023,Economics,4.15
Namibia,2024,Economics,5.02
Nepal,2018,Economics,2.01
Nepal,2019,Economics,2.04
Nepal,2020,Economics,2.17
Nepal,2021,Economics,1.7
Nepal,2022,Economics,1.88
Nepal,2023,Economics,1.71
Nepal,2024,Economics,1.92
Netherlands,2018,Economics,0.0
Netherlands,2019,Economics,0.0
Netherlands,2020,Economics,0.0
Netherlands,2021,Economics,0.0
Netherlands,2022,Economics,0.0
Netherlands,2023,Economics,0.0
Netherlands,2024,Economics,0.0
New Zealand,2018,Economics,8.2
New Zealand,2019,Economics,8.06
New Zealand,2020,Economics,6.92
New Zealand,2021,Economics,7.46
New Zealand,2022,Economics,9.32
New Zealand,2023,Economics,8.07
New Zealand,2024,Economics,9.06
Nicaragua,2019,Economics,1.35
Nicaragua,2020,Economics,0.38
Nicaragua,2021,Economics,0.0
Nicaragua,2022,Economics,0.0
Nicaragua,2023,Economics,0.0
Nicaragua,2024,Economics,0.48
Niger,2018,Economics,2.28
Niger,2019,Economics,1.35
Niger,2020,Economics,0.76
Niger,2021,Economics,1.15
Niger,2022,Economics,1.1
Niger,2023,Economics,1.75
Niger,2024,Economics,0.7
Nigeria,2018,Economics,4.3
Nigeria,2019,Economics,7.03
Nigeria,2020,Economics,7.63
Nigeria,2021,Economics,11.96
Nigeria,2022,Economics,10.88
Nigeria,2023,Economics,0.0
Nigeria,2024,Economics,10.44
North Macedonia,2018,Economics,2.56
North Macedonia,2019,Economics,1.92
North Macedonia,2020,Economics,1.93
North Macedonia,2021,Economics,2.86
North Macedonia,2022,Economics,3.34
North Macedonia,2023,Economics,4.11
North Macedonia,2024,Economics,3.8
Norway,2018,Economics,12.03
Norway,2019,Economics,11.17
Norway,2020,Economics,11.95
Norway,2021,Economics,12.18
Norway,2022,Economics,11.85
Norway,2023,Economics,12.58
Norway,2024,Economics,13.0
Oman,2018,Economics,2.12
Oman,2019,Economics,1.29
Oman,2020,Economics,2.26
Oman,2022,Economics,2.41
Oman,2023,Economics,3.4
Oman,2024,Economics,4.58
Pakistan,2018,Economics,9.08
Pakistan,2020,Economics,10.36
Pakistan,2021,Economics,15.63
Pakistan,2022,Economics,0.0
Pakistan,2023,Economics,0.0
Pakistan,2024,Economics,0.0
Palestine,2018,Economics,0.93
Palestine,2019,Economics,1.27
Palestine,2020,Economics,1.71
Palestine,2021,Economics,1.27
Palestine,2022,Economics,1.14
Palestine,2023,Economics,1.86
Palestine,2024,Economics,3.56
Panama,2018,Economics,0.43
Panama,2019,Economics,0.44
Panama,2020,Economics,1.3
Panama,2021,Economics,0.86
Panama,2022,Economics,0.37
Panama,2023,Economics,0.65
Panama,2024,Economics,0.27
Papua New Guinea,2018,Economics,1.65
Papua New Guinea,2019,Economics,0.76
Papua New Guinea,2020,Economics,1.62
Papua New Guinea,2021,Economics,0.87
Papua New Guinea,2022,Economics,1.72
Papua New Guinea,2023,Economics,1.03
Papua New Guinea,2024,Economics,2.13
Paraguay,2018,Economics,0.2
Paraguay,2019,Economics,0.59
Paraguay,2020,Economics,0.54
Paraguay,2021,Economics,0.95
Paraguay,2022,Economics,0.4
Paraguay,2023,Economics,0.66
Paraguay,2024,Economics,0.64
Peru,2018,Economics,2.25
Peru,2019,Economics,2.07
Peru,2020,Economics,3.12
Peru,2021,Economics,3.21
Peru,2022,Economics,4.67
Peru,2023,Economics,4.24
Peru,2024,Economics,4.55
Philippines,2018,Economics,2.1
Philippines,2019,Economics,2.73
Philippines,2020,Economics,3.02
Philippines,2021,Economics,3.89
Philippines,2022,Economics,3.56
Philippines,2023,Economics,3.06
Philippines,2024,Economics,4.26
Poland,2018,Economics,0.0
Poland,2019,Economics,0.0
Poland,2020,Economics,0.0
Poland,2021,Economics,0.0
Poland,2022,Economics,0.0
Poland,2023,Economics,0.0
Poland,2024,Economics,0.0
Portugal,2018,Economics,11.13
Portugal,2019,Economics,11.44
Portugal,2020,Economics,0.0
Portugal,2021,Economics,0.0
Portugal,2022,Economics,0.0
Portugal,2023,Economics,0.0
Portugal,2024,Economics,0.0
Puerto Rico,2018,Economics,0.78
Puerto Rico,2019,Economics,0.9
Puerto Rico,2020,Economics,0.77
Puerto Rico,2021,Economics,0.91
Puerto Rico,2022,Economics,0.72
Puerto Rico,2023,Economics,0.49
Puerto Rico,2024,Economics,0.9
Qatar,2018,Economics,1.66
Qatar,2019,Economics,2.14
Qatar,2020,Economics,2.47
Qatar,2021,Economics,2.43
Qatar,2022,Economics,2.47
Qatar,2023,Economics,3.43
Qatar,2024,Economics,3.05
Romania,2018,Economics,7.03
Romania,2019,Economics,9.35
Romania,2020,Economics,9.83
Romania,2021,Economics,14.15
Romania,2022,Economics,10.34
Romania,2023,Economics,12.48
Romania,2024,Economics,10.57
Russian Federation,2018,Economics,0.0
Russian Federation,2019,Economics,0.0
Russian Federation,2020,Economics,0.0
Russian Federation,2021,Economics,0.0
Russian Federation,2022,Economics,0.0
Russian Federation,2023,Economics,0.0
Russian Federation,2024,Economics,0.0
Rwanda,2018,Economics,1.82
Rwanda,2019,Economics,1.81
Rwanda,2020,Economics,1.47
Rwanda,2021,Economics,1.45
Rwanda,2022,Economics,2.12
Rwanda,2023,Economics,2.09
Rwanda,2024,Economics,1.76
Saudi Arabia,2018,Economics,6.14
Saudi Arabia,2019,Economics,7.04
Saudi Arabia,2020,Economics,10.02
Saudi Arabia,2021,Economics,11.83
Saudi Arabia,2022,Economics,11.8
Saudi Arabia,2023,Economics,0.0
Saudi Arabia,2024,Economics,0.0
Senegal,2018,Economics,1.54
Senegal,2019,Economics,1.24
Senegal,2020,Economics,1.26
Senegal,2021,Economics,1.3
Senegal,2022,Economics,2.22
Senegal,2023,Economics,1.87
Senegal,2024,Economics,2.25
Serbia,2018,Economics,1.87
Serbia,2019,Economics,2.15
Serbia,2020,Economics,2.53
Serbia,2021,Economics,3.23
Serbia,2022,Economics,3.64
Serbia,2023,Economics,4.16
Serbia,2024,Economics,3.12
Seychelles,2018,Economics,0.0
Seychelles,2019,Economics,0.0
Seychelles,2020,Economics,1.78
Seychelles,2021,Economics,1.07
Seychelles,2022,Economics,0.99
Seychelles,2023,Economics,0.0
Seychelles,2024,Economics,0.63
Sierra Leone,2018,Economics,1.17
Sierra Leone,2019,Economics,0.73
Sierra Leone,2020,Economics,1.98
Sierra Leone,2021,Economics,0.83
Sierra Leone,2022,Economics,0.35
Sierra Leone,2023,Economics,1.81
Sierra Leone,2024,Economics,1.81
Singapore,2018,Economics,9.01
Singapore,2019,Economics,7.08
Singapore,2020,Economics,7.8
Singapore,2021,Economics,10.27
Singapore,2022,Economics,9.28
Singapore,2023,Economics,12.25
Singapore,2024,Economics,11.19
Slovakia,2018,Economics,4.51
Slovakia,2019,Economics,4.08
Slovakia,2020,Economics,5.66
Slovakia,2021,Economics,5.35
Slovakia,2022,Economics,4.84
Slovakia,2023,Economics,5.36
Slovakia,2024,Economics,3.59
Slovenia,2018,Economics,1.85
Slovenia,2019,Economics,1.81
Slovenia,2020,Economics,1.65
Slovenia,2021,Economics,2.94
Slovenia,2023,Economics,2.53
Slovenia,2024,Economics,2.49
Somalia,2018,Economics,3.51
Somalia,2019,Economics,0.0
Somalia,2020,Economics,2.0
Somalia,2021,Economics,3.08
Somalia,2022,Economics,2.05
Somalia,2023,Economics,3.7
Somalia,2024,Economics,5.48
South Africa,2018,Economics,0.0
South Africa,2019,Economics,0.0
South Africa,2020,Economics,0.0
South Africa,2021,Economics,0.0
South Africa,2022,Economics,0.0
South Africa,2023,Economics,0.0
South Africa,2024,Economics,0.0
South Korea,2018,Economics,0.0
South Korea,2019,Economics,0.0
South Korea,2020,Economics,0.0
South Korea,2021,Economics,0.0
South Korea,2022,Economics,0.0
South Korea,2023,Economics,0.0
South Korea,2024,Economics,0.0
South Sudan,2018,Economics,1.09
South Sudan,2019,Economics,1.26
South Sudan,2020,Economics,0.38
South Sudan,2021,Economics,0.82
South Sudan,2022,Economics,0.2
South Sudan,2023,Economics,0.25
South Sudan,2024,Economics,1.34
Spain,2018,Economics,0.0
Spain,2019,Economics,0.0
Spain,2020,Economics,0.0
Spain,2021,Economics,0.0
Spain,2022,Economics,0.0
Spain,2023,Economics,0.0
Spain,2024,Economics,0.0
Sri Lanka,2018,Economics,1.04
Sri Lanka,2019,Economics,1.22
Sri Lanka,2020,Economics,1.69
Sri Lanka,2021,Economics,1.81
Sri Lanka,2022,Economics,1.76
Sri Lanka,2023,Economics,2.04
Sri Lanka,2024,Economics,2.15
Sudan,2018,Economics,0.64
Sudan,2019,Economics,0.66
Sudan,2020,Economics,1.04
Sudan,2021,Economics,0.55
Sudan,2022,Economics,0.57
Sudan,2023,Economics,0.65
Sudan,2024,Economics,1.42
Swaziland,2018,Economics,6.31
Swaziland,2019,Economics,1.05
Swaziland,2020,Economics,1.72
Swaziland,2021,Economics,0.71
Swaziland,2022,Economics,0.86
Swaziland,2023,Economics,1.51
Swaziland,2024,Economics,2.59
Sweden,2018,Economics,0.0
Sweden,2019,Economics,0.0
Sweden,2020,Economics,0.0
Sweden,2021,Economics,0.0
Sweden,2022,Economics,0.0
Sweden,2023,Economics,0.0
Sweden,2024,Economics,0.0
Switzerland,2018,Economics,0.0
Switzerland,2019,Economics,0.0
Switzerland,2020,Economics,0.0
Switzerland,2021,Economics,0.0
Switzerland,2022,Economics,0.0
Switzerland,2023,Economics,0.0
Switzerland,2024,Economics,0.0
Syrian Arab Republic,2018,Economics,0.56
Syrian Arab Republic,2019,Economics,0.56
Syrian Arab Republic,2020,Economics,0.76
Syrian Arab Republic,2021,Economics,0.63
Syrian Arab Republic,2022,Economics,0.81
Syrian Arab Republic,2023,Economics,0.82
Syrian Arab Republic,2024,Economics,0.58
Taiwan,2018,Economics,15.12
Taiwan,2019,Economics,13.44
Taiwan,2020,Economics,18.14
Taiwan,2021,Economics,18.62
Taiwan,2022,Economics,31.1
Taiwan,2023,Economics,19.19
Taiwan,2024,Economics,0.0
Tanzania,2018,Economics,1.96
Tanzania,2019,Economics,1.87
Tanzania,2020,Economics,2.16
Tanzania,2021,Economics,1.92
Tanzania,2022,Economics,2.2
Tanzania,2023,Economics,2.37
Tanzania,2024,Economics,2.74
Thailand,2018,Economics,4.65
Thailand,2019,Economics,4.39
Thailand,2020,Economics,7.19
Thailand,2021,Economics,9.07
Thailand,2022,Economics,11.65
Thailand,2023,Economics,11.94
Thailand,2024,Economics,11.23
Timor-Leste,2018,Economics,0.0
Timor-Leste,2019,Economics,0.0
Timor-Leste,2020,Economics,2.86
Timor-Leste,2021,Economics,3.54
Timor-Leste,2022,Economics,0.0
Timor-Leste,2023,Economics,0.83
Timor-Leste,2024,Economics,2.38
Togo,2018,Economics,3.01
Togo,2019,Economics,2.28
Togo,2020,Economics,2.5
Togo,2021,Economics,2.67
Togo,2022,Economics,3.04
Togo,2023,Economics,4.07
Togo,2024,Economics,3.52
Trinidad and Tobago,2018,Economics,3.02
Trinidad and Tobago,2019,Economics,1.86
Trinidad and Tobago,2020,Economics,1.97
Trinidad and Tobago,2021,Economics,3.11
Trinidad and Tobago,2022,Economics,3.51
Trinidad and Tobago,2023,Economics,2.59
Trinidad and Tobago,2024,Economics,3.09
Tunisia,2018,Economics,3.64
Tunisia,2019,Economics,3.24
Tunisia,2020,Economics,4.86
Tunisia,2021,Economics,5.46
Tunisia,2022,Economics,6.05
Tunisia,2023,Economics,6.35
Tunisia,2024,Economics,7.35
Turkey,2018,Economics,13.74
Turkey,2019,Economics,0.0
Turkey,2020,Economics,0.0
Turkey,2021,Economics,0.0
Turkey,2022,Economics,0.0
Turkey,2023,Economics,0.0
Turkey,2024,Economics,0.0
Uganda,2018,Economics,2.49
Uganda,2019,Economics,2.23
Uganda,2020,Economics,3.14
Uganda,2021,Economics,2.49
Uganda,2022,Economics,3.54
Uganda,2023,Economics,2.08
Uganda,2024,Economics,2.28
Ukraine,2018,Economics,6.98
Ukraine,2019,Economics,20.64
Ukraine,2020,Economics,0.0
Ukraine,2021,Economics,0.0
Ukraine,2022,Economics,0.0
Ukraine,2023,Economics,0.0
Ukraine,2024,Economics,13.5
United Arab Emirates,2018,Economics,4.22
United Arab Emirates,2019,Economics,5.94
United Arab Emirates,2020,Economics,6.68
United Arab Emirates,2021,Economics,8.98
United Arab Emirates,2022,Economics,11.42
United Arab Emirates,2023,Economics,14.3
United Arab Emirates,2024,Economics,0.0
United Kingdom,2018,Economics,0.0
United Kingdom,2019,Economics,
United Kingdom,2020,Economics,
United Kingdom,2021,Economics,
United Kingdom,2022,Economics,
United Kingdom,2023,Economics,
United Kingdom,2024,Economics,
United States,2018,Economics,0.0
United States,2019,Economics,0.0
United States,2020,Economics,
United States,2021,Economics,
United States,2022,Economics,
United States,2023,Economics,
United States,2024,Economics,
Uruguay,2018,Economics,1.28
Uruguay,2019,Economics,1.46
Uruguay,2020,Economics,1.9
Uruguay,2021,Economics,1.28
Uruguay,2022,Economics,2.22
Uruguay,2023,Economics,1.79
Uruguay,2024,Economics,2.3
Uzbekistan,2018,Economics,0.73
Uzbekistan,2019,Economics,0.85
Uzbekistan,2020,Economics,0.54
Uzbekistan,2021,Economics,0.86
Uzbekistan,2022,Economics,1.99
Uzbekistan,2023,Economics,2.35
Uzbekistan,2024,Economics,2.76
Venezuela,2018,Economics,0.47
Venezuela,2019,Economics,0.69
Venezuela,2020,Economics,1.13
Venezuela,2021,Economics,1.41
Venezuela,2022,Economics,1.55
Venezuela,2023,Economics,1.29
Venezuela,2024,Economics,0.92
Viet Nam,2018,Economics,3.98
Viet Nam,2019,Economics,7.78
Viet Nam,2020,Economics,0.0
Viet Nam,2021,Economics,20.27
Viet Nam,2022,Economics,0.0
Viet Nam,2023,Economics,0.0
Viet Nam,2024,Economics,0.0
Yemen,2018,Economics,0.76
Yemen,2019,Economics,0.83
Yemen,2020,Economics,3.13
Yemen,2021,Economics,0.97
Yemen,2022,Economics,1.04
Yemen,2023,Economics,1.86
Yemen,2024,Economics,1.51
Zambia,2018,Economics,2.26
Zambia,2019,Economics,1.59
Zambia,2020,Economics,2.82
Zambia,2021,Economics,2.04
Zambia,2022,Economics,1.17
Zambia,2023,Economics,1.01
Zambia,2024,Economics,3.07
Zimbabwe,2018,Economics,2.55
Zimbabwe,2019,Economics,3.14
Zimbabwe,2020,Economics,1.9
Zimbabwe,2021,Economics,2.64
Zimbabwe,2022,Economics,3.19
Zimbabwe,2023,Economics,3.6
Zimbabwe,2024,Economics,4.1
Afghanistan,2018,Energy,2.53
Afghanistan,2019,Energy,2.35
Afghanistan,2020,Energy,1.53
Afghanistan,2021,Energy,2.34
Afghanistan,2022,Energy,1.38
Afghanistan,2023,Energy,2.53
Afghanistan,2024,Energy,3.45
Albania,2018,Energy,1.34
Albania,2019,Energy,1.93
Albania,2020,Energy,1.5
Albania,2021,Energy,1.78
Albania,2022,Energy,1.39
Albania,2023,Energy,1.91
Albania,2024,Energy,2.09
Algeria,2018,Energy,0.0
Algeria,2019,Energy,0.0
Algeria,2020,Energy,8.05
Algeria,2021,Energy,13.27
Algeria,2022,Energy,0.0
Algeria,2023,Energy,0.0
Algeria,2024,Energy,0.0
Angola,2018,Energy,3.28
Angola,2019,Energy,3.76
Angola,2020,Energy,2.8
Angola,2021,Energy,1.72
Angola,2022,Energy,2.23
Angola,2023,Energy,2.46
Angola,2024,Energy,3.66
Argentina,2018,Energy,7.23
