Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
MEDI,SCOPUS_ID:85080104949,2-s2.0-85080104949,"Implementation of an active case management network to identify HIV-positive infants and accelerate the initiation of antiretroviral therapy, Thailand 2015 to 2018",Journal of the International AIDS Society,2020-02-01T00:00:00.000Z,10.1002/jia2.25450,2,Thailand,2020
MEDI,SCOPUS_ID:85080115812,2-s2.0-85080115812,Value of CCNA1 Promoter Methylation in Triaging ASC-US Cytology,Asian Pacific Journal of Cancer Prevention,2020-02-01T00:00:00.000Z,10.31557/APJCP.2020.21.2.473,2,Thailand,2020
MEDI,SCOPUS_ID:85080133371,2-s2.0-85080133371,Diagnostic performance of different cholangioscopes in patients with biliary strictures: A systematic review,Endoscopy,2020-03-01T00:00:00.000Z,10.1055/a-1083-6105,23,Thailand,2020
MEDI,SCOPUS_ID:85080139615,2-s2.0-85080139615,Biologics for chronic rhinosinusitis,Cochrane Database of Systematic Reviews,2020-02-27T00:00:00.000Z,10.1002/14651858.CD013513.pub2,9,Thailand,2020
MEDI,SCOPUS_ID:85080139615,2-s2.0-85080139615,Biologics for chronic rhinosinusitis,Cochrane Database of Systematic Reviews,2020-02-27T00:00:00.000Z,10.1002/14651858.CD013513.pub2,9,United Kingdom,2020
MEDI,SCOPUS_ID:85080845030,2-s2.0-85080845030,Intraperitoneal cefazolin and ceftazidime during short-dwell exchange in peritoneal dialysis patients with peritonitis,Peritoneal Dialysis International,2020-03-01T00:00:00.000Z,10.1177/0896860819893820,5,Thailand,2020
MEDI,SCOPUS_ID:85080876403,2-s2.0-85080876403,Differences in Gut Microbiota in Patients With vs Without Inflammatory Bowel Diseases: A Systematic Review,Gastroenterology,2020-03-01T00:00:00.000Z,10.1053/j.gastro.2019.11.294,250,Canada,2020
MEDI,SCOPUS_ID:85080876403,2-s2.0-85080876403,Differences in Gut Microbiota in Patients With vs Without Inflammatory Bowel Diseases: A Systematic Review,Gastroenterology,2020-03-01T00:00:00.000Z,10.1053/j.gastro.2019.11.294,250,Thailand,2020
MEDI,SCOPUS_ID:85080930244,2-s2.0-85080930244,Genetic and clinical risk factors associated with phenytoin-induced cutaneous adverse drug reactions in Thai population,Pharmacoepidemiology and Drug Safety,2020-05-01T00:00:00.000Z,10.1002/pds.4979,15,Thailand,2020
MEDI,SCOPUS_ID:85080931731,2-s2.0-85080931731,Journey of a Thai Taxi driver and novel coronavirus,New England Journal of Medicine,2020-03-12T00:00:00.000Z,10.1056/NEJMc2001621,88,Thailand,2020
MEDI,SCOPUS_ID:85081018715,2-s2.0-85081018715,VE1 immunohistochemistry improves the limit of genotyping for detecting BRAFV600E mutation in papillary thyroid cancer,Cancers,2020-03-01T00:00:00.000Z,10.3390/cancers12030596,17,Japan,2020
MEDI,SCOPUS_ID:85081018715,2-s2.0-85081018715,VE1 immunohistochemistry improves the limit of genotyping for detecting BRAFV600E mutation in papillary thyroid cancer,Cancers,2020-03-01T00:00:00.000Z,10.3390/cancers12030596,17,South Korea,2020
MEDI,SCOPUS_ID:85081018715,2-s2.0-85081018715,VE1 immunohistochemistry improves the limit of genotyping for detecting BRAFV600E mutation in papillary thyroid cancer,Cancers,2020-03-01T00:00:00.000Z,10.3390/cancers12030596,17,Thailand,2020
MEDI,SCOPUS_ID:85081042361,2-s2.0-85081042361,"Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020",Eurosurveillance,2020-02-27T00:00:00.000Z,10.2807/1560-7917.ES.2020.25.8.2000097,89,Singapore,2020
MEDI,SCOPUS_ID:85081042361,2-s2.0-85081042361,"Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020",Eurosurveillance,2020-02-27T00:00:00.000Z,10.2807/1560-7917.ES.2020.25.8.2000097,89,Thailand,2020
MEDI,SCOPUS_ID:85081091584,2-s2.0-85081091584,The role of antibiotic prophylaxis in mild to moderate isolated hydronephrosis detected in antenatal screening,Investigative and Clinical Urology,2020-03-01T00:00:00.000Z,10.4111/icu.2020.61.2.200,1,Thailand,2020
MEDI,SCOPUS_ID:85081117904,2-s2.0-85081117904,Epicardial posterior papillary muscle repositioning with mitral annular reduction for FIMR treatment: Initial ex vivo heart model study,Heart Surgery Forum,2020-01-23T00:00:00.000Z,10.1532/hsf.2725,0,Thailand,2020
MEDI,SCOPUS_ID:85081117904,2-s2.0-85081117904,Epicardial posterior papillary muscle repositioning with mitral annular reduction for FIMR treatment: Initial ex vivo heart model study,Heart Surgery Forum,2020-01-23T00:00:00.000Z,10.1532/hsf.2725,0,United States,2020
MEDI,SCOPUS_ID:85081148400,2-s2.0-85081148400,Dose prediction of lopinavir/ritonavir for 2019-novel coronavirus (2019-nCoV) infection based on mathematic modeling,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277815,12,China,2020
MEDI,SCOPUS_ID:85081148400,2-s2.0-85081148400,Dose prediction of lopinavir/ritonavir for 2019-novel coronavirus (2019-nCoV) infection based on mathematic modeling,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277815,12,India,2020
MEDI,SCOPUS_ID:85081148400,2-s2.0-85081148400,Dose prediction of lopinavir/ritonavir for 2019-novel coronavirus (2019-nCoV) infection based on mathematic modeling,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277815,12,Thailand,2020
MEDI,SCOPUS_ID:85081150961,2-s2.0-85081150961,Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277516,32,China,2020
MEDI,SCOPUS_ID:85081150961,2-s2.0-85081150961,Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277516,32,India,2020
MEDI,SCOPUS_ID:85081150961,2-s2.0-85081150961,Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak,Asian Pacific Journal of Tropical Medicine,2020-03-01T00:00:00.000Z,10.4103/1995-7645.277516,32,Thailand,2020
MEDI,SCOPUS_ID:85081200562,2-s2.0-85081200562,"Real-world effectiveness and safety of sofosbuvir and nonstructural protein 5A inhibitors for chronic hepatitis C genotype 1, 2, 3, 4, or 6: A multicentre cohort study",BMC Gastroenterology,2020-03-05T00:00:00.000Z,10.1186/s12876-020-01196-0,17,Thailand,2020
MEDI,SCOPUS_ID:85081228270,2-s2.0-85081228270,"The clinical characteristics, pre- and post–liver transplantation outcomes in patients having autoimmune overlap syndromes",Clinical Transplantation,2020-05-01T00:00:00.000Z,10.1111/ctr.13841,4,Thailand,2020
MEDI,SCOPUS_ID:85081228270,2-s2.0-85081228270,"The clinical characteristics, pre- and post–liver transplantation outcomes in patients having autoimmune overlap syndromes",Clinical Transplantation,2020-05-01T00:00:00.000Z,10.1111/ctr.13841,4,United States,2020
MEDI,SCOPUS_ID:85081248924,2-s2.0-85081248924,"Efficacy and economic evaluation of delivery of care with tele-continuous EEG in critically ill patients: A multicentre, randomised controlled trial (Tele-cRCT) study protocol",BMJ Open,2020-03-04T00:00:00.000Z,10.1136/bmjopen-2019-033195,4,Thailand,2020
MEDI,SCOPUS_ID:85081260741,2-s2.0-85081260741,Serum Galactomannan Index for the Rapid Diagnosis of Fungal Peritonitis in Patients With Peritoneal Dialysis,Kidney International Reports,2020-04-01T00:00:00.000Z,10.1016/j.ekir.2019.12.008,3,Australia,2020
MEDI,SCOPUS_ID:85081260741,2-s2.0-85081260741,Serum Galactomannan Index for the Rapid Diagnosis of Fungal Peritonitis in Patients With Peritoneal Dialysis,Kidney International Reports,2020-04-01T00:00:00.000Z,10.1016/j.ekir.2019.12.008,3,Thailand,2020
MEDI,SCOPUS_ID:85081260741,2-s2.0-85081260741,Serum Galactomannan Index for the Rapid Diagnosis of Fungal Peritonitis in Patients With Peritoneal Dialysis,Kidney International Reports,2020-04-01T00:00:00.000Z,10.1016/j.ekir.2019.12.008,3,United States,2020
MEDI,SCOPUS_ID:85081333117,2-s2.0-85081333117,Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection,Science Translational Medicine,2020-03-04T00:00:00.000Z,10.1126/scitranslmed.aav3491,52,Canada,2020
MEDI,SCOPUS_ID:85081333117,2-s2.0-85081333117,Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection,Science Translational Medicine,2020-03-04T00:00:00.000Z,10.1126/scitranslmed.aav3491,52,Netherlands,2020
MEDI,SCOPUS_ID:85081333117,2-s2.0-85081333117,Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection,Science Translational Medicine,2020-03-04T00:00:00.000Z,10.1126/scitranslmed.aav3491,52,South Korea,2020
MEDI,SCOPUS_ID:85081333117,2-s2.0-85081333117,Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection,Science Translational Medicine,2020-03-04T00:00:00.000Z,10.1126/scitranslmed.aav3491,52,Thailand,2020
MEDI,SCOPUS_ID:85081333117,2-s2.0-85081333117,Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection,Science Translational Medicine,2020-03-04T00:00:00.000Z,10.1126/scitranslmed.aav3491,52,United States,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Afghanistan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Albania,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Algeria,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Angola,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Argentina,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Armenia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Australia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Austria,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Azerbaijan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Bangladesh,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Belarus,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Belgium,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Benin,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Bolivia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Botswana,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Brazil,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Bulgaria,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Burkina Faso,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Burundi,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Cambodia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Cameroon,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Canada,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Central African Republic,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Chad,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Chile,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,China,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Colombia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Costa Rica,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Cote d'Ivoire,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Croatia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Cuba,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Czech Republic,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Democratic Republic Congo,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Denmark,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Dominican Republic,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Ecuador,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Egypt,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,El Salvador,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Estonia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Ethiopia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Finland,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,France,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Gabon,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Georgia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Germany,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Ghana,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Guatemala,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Haiti,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Honduras,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Hong Kong,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Hungary,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,India,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Indonesia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Iran,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Iraq,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Ireland,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Israel,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Italy,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Jamaica,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Japan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Jordan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Kazakhstan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Kenya,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Kyrgyzstan,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Latvia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Lebanon,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Libya,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Lithuania,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Madagascar,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Malawi,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Malaysia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Mali,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Mauritania,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Mexico,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Mongolia,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Morocco,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Mozambique,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Myanmar,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Nepal,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,Netherlands,2020
MEDI,SCOPUS_ID:85081545321,2-s2.0-85081545321,Global Retinoblastoma Presentation and Analysis by National Income Level,JAMA Oncology,2020-05-01T00:00:00.000Z,10.1001/jamaoncol.2019.6716,146,New Zealand,2020
