AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,France,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Georgia,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Germany,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Greece,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Hungary,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,India,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Iran,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Ireland,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Italy,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Latvia,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Lithuania,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Malaysia,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Mexico,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,New Zealand,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Pakistan,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Poland,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Portugal,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Puerto Rico,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Qatar,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Russian Federation,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Saudi Arabia,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Serbia,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,South Korea,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Spain,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Sri Lanka,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Switzerland,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Taiwan,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Thailand,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Turkey,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,Ukraine,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,United Kingdom,2019
PHYS,SCOPUS_ID:85061892798,2-s2.0-85061892798,Search for new physics in final states with a single photon and missing transverse momentum in proton-proton collisions at √s=13 TeV,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)074,23,United States,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Armenia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Austria,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Belarus,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Belgium,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Brazil,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Bulgaria,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,China,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Colombia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Croatia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Cyprus,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Czech Republic,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Ecuador,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Egypt,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Estonia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Finland,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,France,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Georgia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Germany,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Greece,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Hungary,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,India,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Iran,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Ireland,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Italy,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Lithuania,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Malaysia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Mexico,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,New Zealand,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Pakistan,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Poland,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Portugal,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Puerto Rico,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Russian Federation,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Serbia,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,South Korea,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Spain,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Switzerland,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Taiwan,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Thailand,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Turkey,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,Ukraine,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,United Kingdom,2019
PHYS,SCOPUS_ID:85062147975,2-s2.0-85062147975,Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2019-04-10T00:00:00.000Z,10.1016/j.physletb.2018.12.073,122,United States,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Armenia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Australia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Austria,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Belarus,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Belgium,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Brazil,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Bulgaria,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,China,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Colombia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Croatia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Cyprus,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Czech Republic,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Ecuador,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Egypt,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Estonia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Finland,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,France,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Georgia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Germany,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Greece,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Hungary,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,India,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Iran,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Ireland,2019
